Name|Breeder|Vendor|Characteristics|Similar|Adaptation|Resistance|Parentage
St. Nick (PSX 16250)|Petoseed.|Petoseed.|vigorous, productive, Santa Claus type, early maturity; fruit are football shaped, weigh about 6 lb, have white flesh and are very high in sugar; will store up to 3 months.|Piel de Sapo. 1994.|||
Star Sweet (HMX 7601)|Bill Copes.|Harris Moran.|high quality, better shippability, wide adaptation, eastern U.S. type muskmelon.|Goldstar. 1993.||fusarium wilt races 0, 2; powdery mildew.|
Starship (HMX 3593)|Harris Moran.|Harris Moran.|eastern U.S. type with excellent shipping characteristics.|Goldstar.||fusarium wilt race 2, powdery mildew.|
Summet (XP 763)|Asgrow.|Asgrow.|F1 hybrid, large fruit with distinct ribs, sutures, and coarse netting.|Classic, Gold Star, Supermarket.|wide. 1978.|fusarium wilt and one or more races of powdery mildew.|
Sun Jewel|Johnny Selected Seeds. 2000.|Johnny Selected Seeds. 2000.|||||
Sunburst (SSC 3145)|Shamrock.|Shamrock.|hybrid, high yield, Juan Canary type with improved uniformity, and smoothness.|Juan Canary. 1993.||fusarium wilt, verticillium wilt.|
Sunny Gal|Pioneer.|Pioneer.|||||
Sunrise (XP 673)|Agway.|Agway.|65 day maturity, good vine vigor, producing two or three 4-5 lb. fruit per plant; fruit heavily netted, moderately ribbed.|Hybrid Earligold. 1987.|||
Sunshine (FMX 50)|L.Gautney.|Ferry-Morse.|fruit round to slightly oblate, medium ribbed, completely netted, fairly wide sutures, thick orange flesh.|Star Trek. 1988.|||
Super Dew (PS 18594)|Manuel Rosas.|Seminis Vegetable Seeds-Petoseed.|honeydew, green flesh, strong plant, large fruit, medium to large seed cavity.|Santana.|Canada, Chile, Brazil. 1999.||F1 hybrid.
Super Market Hybrid|Petoseed Company, Saticoy California.||delicious flavor, tough rind, high yields.|||fusarium wilt and downy mildew. H.B. Peto, 1957. 1956.|
Superstar (PCNVB)|Joseph Harris Company.|Joseph Harris Company.|F1 hybrid, large fruit size, well netted, deep sutures, slightly flattened.|Gold Star.|northeastern United States. 1981.|fusarium wilt.|
Supersweet|Ferry-Morse, Mountain View, California.|Ferry-Morse, Mountain View, California.|plants have large spread; fruit are smooth like Honeyball; have small cavities, greenish-white when young and pinkish-amber when mature, deep salmon interior.|Melogold.|California, Arizona, and Texas. Ferry-Morse, 15 April, 1963.||
Sweet Barcelona|W. Atlee Burpee and Co. 2000.|W. Atlee Burpee and Co. 2000.|||||
Sweet Delight|Hollar.|Hollar.|larger than Honeydew Green Flesh.|Honeydew Green Flesh. 1993.|||
Sweet Granite (NH #JR5)|New Hampshire Agric. Expt. Sta., Durham.|Farmer Seed and Nursery Company.|early maturity, sweet orange flesh, moderate netting; particularly adapted to direct seeding in cool summer areas.|Delicious 51.|northern United States. 1966.||Delicious 51 x Nectarmelon.
Sweet Keeper (PS94560(HV)|Jose J. Gomez.|Seminis Vegetable Seeds-Asgrow.|Galia/Rochetta melon, crispy white flesh, round, uniform with uniform net, crispy flesh, good shelf life.|no cultivar like it.|Spain. 1998.||F1 hybrid.
Sweet Summer (7011)|Sunseeds.|Sunseeds.|early, disease resistant.|Goldstar. 1992.||fusarium wilt, powdery mildew.|
Sweet Tubby|W. Atlee Burpee and Co.|W. Atlee Burpee and Co.|||||F1 hybrid.
Sweet'N Early|W.A. Burpee Company.|W.A. Burpee Company.|F1 hybrid, early maturing high quality, salmon fleshed; yields over a long season.|Hale's Best 36.|wide. 1979.|powdery mildew.|
Sweetol Gal|Pioneer.|Pioneer.|||||
Tania (XPH 922)|Asgrow.|Asgrow.|has exhibited earlier maturity by 7-10 days over Amcosweet with more uniform fruit setting and higher yield.|Amcosweet, Barada. 1983.|||
Tasty Sweet (22545)|Sunseeds.|Sunseeds.|early, disease resistant, shipping muskmelon.|||powdery mildew races 1, 2, fusarium wilt. 1988.|
Temptation (SME 8401)|Sakata.|Sakata.|hybrid orange flesh, honeydew.|Orange Flesh Honeydew. 1990.||fusarium wilt, powdery mildew.|
Tendency (001,059)|Manuel Rosas.|Seminis Vegetable Seeds, Asgrow.|big fruit (17 x 10 cm), 2-2.5 kg; oblate, very productive, good cover.|Piel de Sapo.|South America. 1998.||F1 hybrid.
Characteristics: early, prolific, moderate netting, medium size, small cavity, sweet and spicy.|Substation 19, Texas Agric. Expt. Sta., Winter Haven.|Similar: Hale's Best.|Breeders (Hale's test strain) and Rocky Dew inbred.|Resistance: aphids, downy mildew, and leaf drought.|general. J. Hered. 35:34-39. 1944.|Parentage: Seed|Name: Texas Resistant No. 1
Top Gun (SUNEX 7002)|Sunseeds.|Sunseeds.|early disease resistance, full netted, shipper cantaloupe.|Topmark. 1988.||powdery mildew races 1, 2, fusarium wilt.|
Top Mark (D4)-1963|Dessert Seed Co.|Dessert Seed Co.|vigorous dark-green vine and foliage; very prolific and has excellent crown set; fruit ribless, excellent netting, small seed cavity, and 5.5 x 6.6 inches; flesh salmon-colored.|PMR 45, Hale's Best.|southern and southwestern United States. U.S. Amer. Veg. Grower.|powdery mildew, sulfur; tolerant to downy mildew.|
Top Score (PSR 3175)|Petoseed.|Petoseed.|F1 hybrid, large, heavily and fully netted, almost sutureless, with small seed cavity and concentrated set; western shipping type.|Top Mark.|western United States. 1978.|powdery mildew, downy mildew, and alternaria.|
Topflight (PSX S582)|Petoseed.|Petoseed.|80 days, western shipper; oval, 4.25 x 5' (10-12 cm), 2.5-3 lb; medium net, no sutures, dark orange flesh.|Topmark. 1985.||powdery mildew race 1.|
Topset (PSX 1574)|Petoseed.|Petoseed.|F1 hybrid, vigorous vine, small cavity, fruit with relatively dry flesh; a prolific yielder.|Topmark and PMR 45.|western United States. 1978.|powdery mildew, downy mildew, WMV (race 1), and alternaria leafspot.|
Touchdown (PSX 001240)|Petoseed.|Petoseed.|medium large, football shaped muskmelon with superior eating quality; medium net, medium sutures, main season maturity.|Euromarket. 1994.||fusarium wilt race 2.|
Traveler|Shamrock.|Shamrock.|full net western shipper type.|Shipper.|Texas, New Mexico, California, and Colorado. PVP. 1989.|sulfur.|
Trooper (KXPM-179)|Krystyna Markiewicz-Ladd.|Polonica International.|large fruit, sutureless with dark orange firm flesh; produces vigorous vines and root system; dark green foliage, high solid with very good flavor; small seed cavity, excellent crown set.|Primo, Impact.|for organic growers where large size is needed or wanted. 1996.|fusarium wilt race 2, powdery mildew race 1, tolerance to race 2.|F1 hybrid.
Twilight (HMX 7580)|Bill Copes.|Harris Moran Seed Co.|large size, early maturity, excellent vine vigor.|Morning Ice.|South, Southwest, California. 2001.|Sphaerotheca fuliginea (races 1, 2), Fusarium oxysporum (races 0, 1, 2).|F1 hybrid.
Unforgetable (21601)|Jim Waltrip.|Seminis-Petoseed.|extended shelf life, honeydew melon, medium to large size, yellow smooth rind, white flesh.|no cultivar like it.|home garden. 2000.||F1 hybrid.
V-1|Ferry-Morse, Mountain View, California.|Ferry-Morse, Mountain View, California.|resistant to sulfur application for powdery mildew control.||California and Mexico. 1942.||Sulfur Resistant Honey Ball x PMR 45.
Vanessa (SSC 101)|Shamrock Seed Co.|Shamrock Seed Co.|a very prolific and uniform honeydew melon that produces good sized, oval-round fruit; impressively smooth, creamy-white rind; attractive light green flesh and a small seed cavity; relative maturity is 90 days.|Verde.|all melon production regions. 2001.||F1 hybrid.
Vanilla Ice (RX 90463)|Seminis.|W. Atlee Burpee and Co.|round melon with a green and white exterior when mature, pink flesh may have some netting and is greenish white changing to pink near center.|So Sweet.|wide. 2000.||F1 hybrid.
Venus|Known You, Kaohsiung, Taiwan.|Known You, Kaohsiung, Taiwan.|F1 hybrid, early medium sized Honey Dew type; thick green flesh; slight netting on fruit and slips when ripe unlike regular Honey Dew.||wide. 1981.||
Veracruz (NVH 892)|Rogers.|Rogers.|mid-early, 82 days; tight seed cavity; deep orange color, high quality, ships well.|Mission. 1992.||sulfur, fusarium wilt races 0, 2, powdery mildew races 1, 2.|
Verde|Shamrock.|Shamrock.|exterior is smooth and free of corrugation and radial cracking.|||downy mildew, powdery mildew; tolerance to crown blight. 1987.|
Vienna (XP 6332)|Seminis Vegetable Seed-Asgrow.|Seminis Vegetable Seed-Asgrow.|large, smooth netted, sutureless eastern shipper, round/oval, high yielding, good brix, good vine and holding ability.|Athena.|eastern U.S. 1998.||F1 hybrid.
Voyageur|Shamrock.|Shamrock.|full net western shipper type. 1987.||||
Wayside Market|D.V. Burrell Seed Growers Company, Rocky Ford, Colorado.|D.V. Burrell Seed Growers Company, Rocky Ford, Colorado.|||||selection from Polish melon in 1936. 1939.
Westar (86M 166)|Musser.|Musser.|Harvest Queen type muskmelon, high soluble solids, resistant to premature internal flesh breakdown.|Saticoy. 1988.||powdery mildew, WMV-1.|
Yellow King (XPH 6094)|Asgrow.|Asgrow.|round, bright yellow with corrugated texture, fruit elongated, oblong in shape.|Amarelo. 1994.|||
Yellow Queen (XPH 6095)|Asgrow.|Asgrow.|fruit oblong, round, bright yellow with corrugated texture. 1995.||||
Yellow Star (134870)|Seminis Vegetable Seed-Hungnong.|Seminis Vegetable Seed-Hungnong.|oriental melon, very crisp, sweet, good tasting, long, oval shaped fruit.|Gold Star.|California, southeast U.S., Far East. 1999.||F1 hybrid.
Zenith (2082)|Keystone.|Keystone.|F1 hybrid, early, resembling western type but suitable for the eastern coast of the United States and the midwestern United States.|PMR 45, Hale's Best. 1977.||powdery mildew.|
Zenith (7006)|Sunseeds.|Sunseeds.|very disease resistant muskmelon.|Goldstar. 1992.||fusarium wilt, powdery mildew.|
Zeus (PS 33595)|Manuel Rosas.|Seminis Vegetable Seeds-Petoseed.|western shipper, complete netting, strong vine, small seed cavity, oval/round fruit, large fruit, 2nd early maturity.||all U.S. 1999.||F1 hybrid.
Zima (XPH 5360)|Asgrow.|Asgrow.|intermediate in type between Piel de Sapo and Tendral, white flesh, green skin turning yellow at maturity, approximately 5 lb, early maturity.|Piel de Sapo. 1988.|||
