Name|Breeder|Vendor|Characteristics|Similar|Adaptation|Resistance|Parentage
The Dixie||Robert Buist Co.|85 days to harvest; a splendid shipper; prolific, with fruit large, 25 lb., oblong, very dark green with lighter green stripes; rind thin but strong; flesh scarlet and sweet; seeds black.||||
Thurmond Gray|Mr. Thurmond, Perry, Georgia.|Robert Buist Co.|large elongated fruit with light green mottled rind, large seeds, pink flesh; 90 days to harvest; shipping cultivar similar to Irish Gray, but having fruit much larger; fruit 30 to 40 lb., cylindrical, grayish-green with faint veining; rock hard rind; flesh crisp and sweet. 1923.||||
Tiffany (XPH 9039)|Asgrow.|Asgrow.|triploid seedless hybrid, round, striped fruit weigh as much as 20 lb, flesh color is uniform red and solid.|small Crimson Sweet. 1990.|||
Tom Watson|Alexander Seed Co.|Robert Buist Co.|elongate shaped fruit, 25-40 lb., thin tough rind, dark green with dark veining; flesh sweet, firm, crisp, coarse, red; large brown seeds spotted with white; shipping melon. 1906.||||
Characteristics:|Adaptation:|Similar:|Breeder:|Resistance:||Parentage:|Name: Tough Sweets - see Sugar Baby.
Tribute (PX 5696)|Manuel Rosas.|Similar:|seedless, round fruit, striped with medium to large fruit.|Similar Tri-X-313.|U.S. and Mexico. 1999.||F1 hybrid.
Trident (PX 58596)|Manuel Rosas.|Seminis Vegetable Seeds-Petoseed.|seedless round fruit, striped, medium to large fruit, deep red flesh and high sugars, early.|Tri-X-313.|U.S. and Mexico. 1999.||F1 hybrid.
Triton (PS 37794)|Jose Gomez.|Seminis Vegetable Seeds-Petoseed.|seedless, round, striped, medium-large, yellow flesh.|Honey Heart.|U.S. and Asia. 1998.||F1 hybrid.
Tri-X-313 (Royal Red)|American Seedless Watermelon Seed Corp., Goshen, Ind.||F1 triploid hybrid; fruits seedless, red flesh, firm, high sugar content; good shipper.||southern United States and watermelon areas. Amer. Seedless Watermelon Seed Corp. 21 Nov. 1962.|anthracnose and blossom end rot, tolerant to fusarium wilt.|diploid parent selected from Congo; tetraploid induced by colchicine.
Characteristics:|Adaptation:|Similar:|Breeder:|Resistance:||Parentage:|Name: Tri-X-333 - see Red Heart.
Tycoon (HMX7932)|R.Schroeder.|Harris Moran Seed Co.|triploid seedless hybrid, early maturing, round, striped, and weighs 10-12 lb.|Jack of Hearts. 1991.|||
Vampiro (SSC 31790 & SSC 1428)|Sutter Seeds.|Shamrock Seed Co.|diploid hybrid; blocky-oblong fruit with a solid, dark green rind and red flesh; high yield of fruit weighing 20 lbs.; widely adapted; high quality fruit; 80 days to maturity.|Peacock.|U.S. watermelon areas. 2004.||F1 hybrid; synonym Verde Grande.
Verona (Verona 75)|Mississippi State Univ., State College.|Mississippi State Univ., State College.|outstanding shipping and keeping qualities; fruit attractive dark green, nearly round, sweet, tender, and crisp.|Shipper and Florida Giant.|general. 1965.|fusarium and anthracnose.|three-way cross involving Shipper, Black-stone, and Charleston Gray.
White Mountain|Univ. of New Hampshire, Durham.|Hepler Seed Co.|midget size, striped, thin rind, red flesh, numerous tan seeds.|Favorite Honey. N.H. Bul 380. 1950.|||Favorite Honey x Dakota Sweet.
White Seeded|Mr. Porter, Iowa.|||||fusarium wilt, anthracnose. 1932.|from African stock.
Whitehope|Univ. of Arkansas, Fayetteville.|Willhite.|early; long; gray rind; high quality.|Charleston Gray.|southwestern United States. Ark. Farm Res. Vol. IV. 1956.|fusarium wilt.|Hawkesbury, Stone Mountain No. 5, Kleckley No. 6, and Tom Watson.
White-Seeded Cuban Queen (Dixie Queen)|Johnson.|Stokes Seed Co.|round fruit 30-40 lb., pink flesh, white seeds, narrow dark green stripes over light green rind; 90 days to harvest; popular with home gardeners, roadside markets, truckers and shippers; fruit oblong or nearly round; rind thin, but tough; flesh crisp and extremely sweet with very few seeds; seeds white and small. 1890.||||Cuban Queen x Kolb Gem.
Wills Sugar||O.H. Will Seed Co., Bismarck, North Dakota. 1889.|||||
Wrigley (XP 4590249)|Seminis-Asgrow.|Seminis-Asgrow.|seedless, oval blocky shape with excellent flesh color, maturity 80-90 days, average fruit size 12-16 lb.|A and C 5244.|U.S. wholesale market. 2000.|anthracnose, fusarium wilt.|F1 hybrid.
Characteristics:|Adaptation:|Similar:|Breeder:|Resistance:||Parentage:|Name: Yankee Queen - see Merrimack Sweetheart.
Yellow Doll (PSR 4574)|Petoseed.|Petoseed.|F1 hybrid, yellow flesh, 5 to 8 pounds, round fruit.|Yellow Baby.|wide. 1977.||
Yellow Dragon (PX 33994)|Jose Gomez.|Seminis Vegetable Seeds-Petoseed.|yellow seeded watermelon, medium blocky fruit, good taste, crisp flesh.|Yellow Doll.|wholesale, Pacific rim. 1997.||F1 hybrid.
Yellow Rose (NVH 4299)|Rogers.|Rogers.|semi-elongated fruit with Crimson Sweet rind appearance, yellow-orange flesh color, fruit weigh 22-26 lb, soluble solids content is approximately 10.5 percent.|Tendergold, Tendersweet Orange Flesh. 1992.||fusarium wilt.|
